CIF Number,CustName,Address,Mobile,MartialStatus,Dependents,CustType,BirthDay,Sex,Organization,Job,Experience,Salary,Existing time,Credit Score
8521,Vũ Yên Sơn,"Nguyễn Cư Dĩ, Quận 2, TP.HCM",+84980280498,Single,Yes,Individual,1996-11-26,Male,N/A,Business Intelligence AnalystData Scientist,6,33292000,6,715
8522,Ngô Bạch Mai,"Mã Lò, Quận Bình Tân, TP.HCM",+84930481004,Single,No,Organization,1986-10-28,Female,Home Credit Vietnam,Game Developer,5,57737000,7,312
8523,Lý Khánh Duy,"Bình Tây, Quận 6, TP.HCM",+842119016883,Married,Yes,Individual,1995-07-23,Male,N/A,Project Leader,6,62871000,10,607
8524,Trương Bích Phượng,"Lý Nam Đế, Quận 11, TP.HCM",+842943614897,Single,No,Organization,1992-04-25,Female,Employment Hero,Tester,7,42567000,0,454
8525,Lê Quốc Thông,"Đường số 40, Quận 6, TP.HCM",+842777903661,Married,Yes,Organization,2000-04-15,Male,NFQ Asia,IT Support,3,29195000,2,562
8526,Huỳnh Dạ Hương,"Khánh Hội, Quận 4, TP.HCM",+84911065939,Single,No,Organization,1962-05-05,Female,Hybrid Technologies,Project Leader,2,18699000,5,646
8527,Vũ Ðức Bình,"Lê Lợi, Quận Tân Bình, TP.HCM",+84968173719,Married,Yes,Organization,1986-10-30,Male,Zuhlke Engineering Vietnam,Front-end Developer,3,25068000,8,413
8528,Ngô Phúc Khang,"Trương Văn Hải, Quận 9, TP.HCM",+84905642343,Single,Yes,Individual,1964-04-20,Male,N/A,Project Manager,9,41193000,5,469
8529,Vũ Chí Hiếu,"Bình Minh, Quận 2, TP.HCM",+84952837058,Married,Yes,Individual,1955-01-17,Male,N/A,Helpdesk,5,59540000,6,643
8530,Đỗ Ấu Lăng,"Huỳnh Khương An, Quận Gò Vấp, TP.HCM",+84995322212,Married,Yes,Organization,1983-10-28,Female,FPT IS,System Admin,0,3867000,5,736
8531,Đoàn Hồng Ðiệp,"Đường số 1, Quận 9, TP.HCM",+842930971565,Married,Yes,Individual,1994-11-15,Female,N/A,Back-end Developer,0,3588000,6,435
8532,Ngô Huy Hoàng,"Truông Tre, Thành phố Thủ Đức, TP.HCM",+842973457639,Single,No,Organization,1959-10-27,Male,Hybrid Technologies,System Engineer,8,34947000,5,540
8533,Hồ Khánh Hoàng,"Đường số 39, Quận 2, TP.HCM",+842158770197,Single,No,Individual,1990-06-16,Male,N/A,System Engineer,5,64941000,4,628
8534,Ngô Khôi Nguyên,"Tân Phước, Quận 11, TP.HCM",+842930331152,Married,Yes,Organization,1962-07-02,Male,Bosch Global Software Technologies Company Limited,Tech Lead,3,29155000,8,604
8535,Dương Phương Quân,"Tỉnh lộ 43, Thành phố Thủ Đức, TP.HCM",+842757492150,Single,No,Organization,1973-05-25,Female,Bosch Global Software Technologies Company Limited,AI Engineer,3,25551000,9,829
8536,Võ Phúc Duy,"Trần Quang Diệu, Quận Phú Nhuận, TP.HCM",+842774822829,Single,Yes,Organization,1974-04-18,Male,SmartOSC,Product Owner,3,29853000,2,622
8537,Dương Thúy Mai,"Lý Tế Xuyên, Thành phố Thủ Đức, TP.HCM",+842620098862,Single,No,Individual,1960-03-22,Female,N/A,IT Support,7,33853000,5,401
8538,Trần Quang Thuận,"Ngô Quyền, Quận 1, TP.HCM",+842549542118,Married,Yes,Organization,1987-01-12,Male,Trusting Social,Game Developer,8,38481000,10,536
8539,Lê Gia Thiện,"Hòa Bình, Quận 10, TP.HCM",+842908118325,Single,Yes,Organization,1981-10-08,Male,LG Electronics Development Vietnam (LGEDV),Blockchain Engineer,2,16989000,8,572
8540,Phan Minh Quốc,"Đường số 54, Quận 6, TP.HCM",+842927029967,Married,Yes,Individual,1959-11-13,Male,N/A,Database Engineer,6,42615000,6,653
8541,Đoàn Thanh Toản,"Lãnh Binh Thăng, Quận 11, TP.HCM",+842626805068,Single,Yes,Individual,1982-09-19,Male,N/A,DevSecOps Engineer,7,53376000,4,491
8542,Lý Hiếu Liêm,"Phan Văn Bảy, Nhà Bè, TP.HCM",+84897413417,Single,Yes,Organization,1994-10-02,Male,Employment Hero,IT Support,8,50003000,1,777
8543,Phan Triển Sinh,"Đường số 55, Quận Bình Tân, TP.HCM",+84995636801,Single,No,Organization,2000-03-22,Male,Hybrid Technologies,Database Engineer,6,67801000,1,368
8544,Phan Bạch Vân,"Đoàn Thị Điểm, Quận Phú Nhuận, TP.HCM",+84323139134,Married,Yes,Individual,1999-09-11,Female,N/A,Project Manager,6,54869000,6,792
8545,Nguyễn Cát Cát,"Lê Hoàng Phái, Quận Bình Thạnh, TP.HCM",+84996684081,Single,Yes,Organization,1963-06-07,Female,SmartOSC,AI Engineer,1,13995000,8,644
8546,Lê Anh Hương,"Lưu Hữu Phước, Quận 8, TP.HCM",+842902258798,Married,Yes,Individual,1953-11-23,Female,N/A,Project Manager,0,36548000,1,419
8547,Ngô Vĩnh Hải,"Thủ Khoa Huân, Quận 1, TP.HCM",+842921950267,Married,Yes,Organization,1977-12-02,Male,Hybrid Technologies,Mobile Developer,2,15444000,8,341
8548,Hoàng Gia Ðức,"Huỳnh Văn Trí, Bình Chánh, TP.HCM",+842936840392,Married,Yes,Organization,1964-10-25,Male,"Niteco Vietnam Co., Ltd",Full-stack Developer,1,14607000,2,546
8549,Dương Trọng Tường,"Nguyễn Văn Thủ, Quận 1, TP.HCM",+842622910382,Single,No,Individual,1993-10-11,Male,N/A,Embedded Engineer,9,47973000,4,553
8550,Vũ Ngọc Hân,"Đường số 11, Quận 3, TP.HCM",+84898330242,Single,No,Organization,1985-06-17,Female,LG Electronics Development Vietnam (LGEDV),Product Owner,3,26340000,8,758
8551,Phạm Ðình Ðôn,"Dân Sinh, Quận 4, TP.HCM",+842946350069,Single,No,Organization,1974-10-07,Male,Hybrid Technologies,Embedded Engineer,10,54031000,3,815
8552,Trương Diệu Lan,"Thích Minh Nguyệt, Quận Tân Bình, TP.HCM",+842971617178,Married,Yes,Individual,2004-01-24,Female,N/A,IT Support,0,4169000,10,724
8553,Huỳnh Ðình Hảo,"Liên xã Bàu Hưng Lợi, Huyện Củ Chi, TP.HCM",+842971578876,Married,Yes,Organization,1976-10-04,Male,LG Electronics Development Vietnam (LGEDV),System Admin,9,48044000,3,330
8554,Võ Ngọc Thuận,"Lê Văn Thọ, Quận Gò Vấp, TP.HCM",+84897423885,Single,No,Organization,1991-10-01,Male,Bosch Global Software Technologies Company Limited,Project Manager,6,65190000,6,582
8555,Ngô Thành Phương,"Thống Nhất, Quận Gò Vấp, TP.HCM",+842611297449,Single,No,Individual,1984-11-24,Male,N/A,AI Engineer,9,51105000,0,630
8556,Phạm Anh Tuấn,"Đường số 43, Quận Bình Tân, TP.HCM",+842712046685,Married,Yes,Individual,1976-06-25,Male,N/A,Project Leader,8,47409000,10,381
8557,Hồ Hiếu Dụng,"2 Đường số 33B, Quận Bình Tân, TP.HCM",+842909005312,Single,Yes,Organization,1996-10-12,Male,SmartOSC,System Engineer,0,3699000,0,575
8558,Vũ An Nam,"Năm Châu, Quận Tân Bình, TP.HCM",+84998932385,Married,Yes,Individual,1959-10-20,Male,N/A,Blockchain Engineer,4,20071000,9,483
8559,Đặng Bạch Vân,"Nguyễn Khoái, Quận 4, TP.HCM",+84869984388,Single,Yes,Individual,1961-08-27,Female,N/A,Business Analyst,5,60622000,7,707
8560,Phạm Triều Nguyệt,"Lạc Long Quân, Quận 11, TP.HCM",+84969434741,Single,No,Individual,1979-03-16,Female,N/A,System Admin,2,19230000,4,611
8561,Nguyễn Danh Sơn,"Trịnh Đình Trọng, Quận Tân Phú, TP.HCM",+842937949767,Single,No,Individual,1966-06-24,Male,N/A,ERP ConsultantSolution Architect,2,24513000,3,800
8562,Đoàn Thụy Uyên,"Hiệp Thành, Quận 12, TP.HCM",+84784374208,Single,Yes,Individual,1955-05-02,Female,N/A,Mobile Developer,2,16247000,8,662
8563,Đặng Xuân Minh,"Lương Văn Can, Quận 8, TP.HCM",+84523276905,Married,Yes,Individual,2001-08-25,Male,N/A,ERP Engineer,2,19614000,10,844
8564,Trần Thúy Hường,"Minh Phụng, Quận 11, TP.HCM",+84993712215,Married,Yes,Organization,1987-06-11,Female,NAB Innovation Centre Vietnam,Database Engineer,8,37376000,3,846
8565,Ngô Quốc Thịnh,"Tân Thới Nhất 8, Quận 12, TP.HCM",+84996238962,Married,Yes,Organization,1954-04-26,Male,Hybrid Technologies,Product Manager,9,60054000,0,752
8566,Đỗ Lâm Oanh,"Hồng Bàng, Quận 6, TP.HCM",+842978190647,Married,Yes,Organization,1954-05-30,Female,"Niteco Vietnam Co., Ltd",System Admin,2,16024000,2,479
8567,Đỗ Ngọc Quyên,"Đường số 14, Quận Gò Vấp, TP.HCM",+84922799661,Married,Yes,Individual,2001-06-21,Female,N/A,Blockchain Engineer,2,18750000,9,530
8568,Phan Ðức Bằng,"Đường số 40, Quận 7, TP.HCM",+84396621276,Married,Yes,Individual,2001-01-29,Male,N/A,ERP Engineer,4,25610000,5,548
8569,Ngô Anh Thi,"An Nhơn, Quận Gò Vấp, TP.HCM",+842934967104,Single,Yes,Individual,1989-12-22,Female,N/A,IT Support,6,49579000,4,533
8570,Võ Quang Nhân,"Văn Cao, Quận Tân Phú, TP.HCM",+84911025321,Single,Yes,Individual,1985-02-03,Male,N/A,Cloud Engineer,5,67944000,2,739
8571,Phạm Như Ngọc,"Đoàn Thị Điểm, Quận Phú Nhuận, TP.HCM",+842852599635,Married,Yes,Organization,1996-10-08,Female,Zuhlke Engineering Vietnam,Database Engineer,7,47308000,6,499
8572,Đỗ Long Giang,"Đường số 11A, Quận Bình Tân, TP.HCM",+842713724321,Married,Yes,Individual,1968-12-13,Male,N/A,Designer,7,46993000,2,814
8573,Vũ Minh Tâm,"Đường số 60, Quận 2, TP.HCM",+842919587011,Married,Yes,Organization,1966-02-25,Female,VNG Corporation,Product Owner,6,59302000,2,842
8574,Phan Xuân Lâm,"Đường số 4, Quận 4, TP.HCM",+84990318347,Married,Yes,Individual,1960-01-13,Female,N/A,Tester,0,4652000,9,494
8575,Đỗ Xuân Hân,"Hoa Mai, Quận Phú Nhuận, TP.HCM",+84994108144,Single,No,Individual,1956-11-26,Female,N/A,Designer,0,3823000,3,378
8576,Võ Lệ Huyền,"Hồng Bàng, Quận 10, TP.HCM",+84901964950,Single,Yes,Organization,1966-11-13,Female,"Niteco Vietnam Co., Ltd",DevSecOps Engineer,3,20977000,2,646
8577,Đỗ Khánh An,"Bùi Tư Toàn, Quận Bình Tân, TP.HCM",+842942646631,Single,Yes,Individual,1964-03-11,Male,N/A,Tester,4,38153000,7,850
8578,Phạm Gia Uy,"Mai Xuân Thưởng, Quận 11, TP.HCM",+842636902342,Married,Yes,Organization,1982-12-15,Male,Home Credit Vietnam,Business Intelligence AnalystData Scientist,4,39384000,9,836
8579,Huỳnh Mai Thu,"Vĩnh Khánh, Quận 4, TP.HCM",+842633487979,Married,Yes,Individual,1988-11-12,Female,N/A,System Admin,3,29275000,3,483
8580,Lý Hữu Trí,"Đường D11, Quận Tân Phú, TP.HCM",+84995652453,Single,No,Individual,1965-05-19,Male,N/A,DevOps,8,34920000,7,584
8581,Nguyễn Mộng Hằng,"Đường D15, Quận Tân Phú, TP.HCM",+842203592084,Single,Yes,Organization,1967-03-23,Female,FPT IS,Data Engineer,3,34862000,1,399
8582,Phan Thái Vân,"Minh Phụng, Quận 6, TP.HCM",+842966285814,Married,Yes,Individual,1994-03-02,Female,N/A,IT Manager,3,20360000,2,434
8583,Hồ Tuấn Ngọc,"Tô Hiến Thành, Quận 10, TP.HCM",+842933612721,Married,Yes,Organization,1971-08-03,Male,NAB Innovation Centre Vietnam,Data Engineer,8,68042000,7,465
8584,Lý Xuân Uyên,"Vành Đai, Quận 6, TP.HCM",+84838887814,Single,No,Organization,1987-11-17,Female,Employment Hero,IT Consultant,6,40040000,5,733
8585,Đoàn Hiệp Dinh,"Lưu Xuân Tín, Quận 5, TP.HCM",+842938392437,Single,Yes,Individual,1978-01-01,Male,N/A,Business Intelligence AnalystData Scientist,6,38191000,6,348
8586,Lê Anh Thảo,"Huỳnh Khương An, Quận Bình Thạnh, TP.HCM",+84564741536,Married,Yes,Individual,1958-11-14,Female,N/A,System Admin,2,15569000,0,683
8587,Đỗ Huyền Linh,"Trường Thọ, Thành phố Thủ Đức, TP.HCM",+842935031880,Single,No,Individual,1990-11-19,Female,N/A,Front-end Developer,0,3104000,2,680
8588,Võ Duy Uyên,"Đường 270 Cao Lỗ, Quận 8, TP.HCM",+84779801593,Single,No,Individual,1954-03-16,Female,N/A,Designer,3,24508000,1,420
8589,Dương Tấn Thành,"Phú Thọ, Quận 11, TP.HCM",+842599155658,Single,No,Organization,1980-01-03,Male,GeoComply (GeoTech Hub Vietnam),Data Engineer,2,19014000,0,765
8590,Ngô Nam Thanh,"Nguyễn Văn Ni, Huyện Củ Chi, TP.HCM",+84898527066,Married,Yes,Individual,1964-06-03,Male,N/A,ERP ConsultantSolution Architect,3,24310000,2,632
8591,Trương Yên Bằng,"Đường C2, Quận 3, TP.HCM",+84955267204,Married,Yes,Individual,1973-04-29,Female,N/A,Business Intelligence AnalystData Scientist,1,14365000,0,479
8592,Huỳnh Hữu Thống,"Hoa Cau, Quận Phú Nhuận, TP.HCM",+84976845312,Married,Yes,Individual,1965-03-08,Male,N/A,Back-end Developer,4,37852000,7,640
8593,Phan Trúc Ðào,"Đường số 40, Quận 2, TP.HCM",+842937448725,Single,No,Organization,1985-05-13,Female,NAB Innovation Centre Vietnam,Data Engineer,8,38194000,5,830
8594,Trương Tâm Đan,"Nội Bộ, Quận Phú Nhuận, TP.HCM",+842756066767,Single,No,Individual,1969-11-19,Female,N/A,Database Engineer,7,31516000,9,395
8595,Đoàn Việt Thông,"Cá Lăng, Huyện Củ Chi, TP.HCM",+842854913422,Married,Yes,Organization,1973-03-28,Male,Tyme,IT Consultant,0,3168000,1,354
8596,Lý Thành Thiện,"Đường số 35, Quận 2, TP.HCM",+84994406066,Married,Yes,Organization,1997-12-01,Male,VNG Corporation,Front-end Developer,8,67451000,3,542
8597,Huỳnh Mộc Miên,"Tống Văn Hên, Quận Tân Bình, TP.HCM",+84898049679,Married,Yes,Organization,1972-01-28,Female,FPT IS,System Admin,7,41518000,6,509
8598,Vũ Vành Khuyên,"Trần Quốc Dung, Quận 10, TP.HCM",+842942377871,Married,Yes,Individual,1981-12-17,Female,N/A,IT Support,6,31832000,9,468
8599,Lê Tuyết Trinh,"Bùi Văn Ngữ, Hóc Môn, TP.HCM",+84960767587,Single,Yes,Organization,1965-10-09,Female,Bosch Global Software Technologies Company Limited,Project Leader,0,4447000,5,549
8600,Đặng Tuấn Châu,"Nguyễn Chí Thanh, Quận 10, TP.HCM",+84823245781,Married,Yes,Organization,1985-06-04,Male,NFQ Asia,IT Consultant,4,24852000,7,356
8601,Võ Minh Vương,"Hưng Long, Quận 5, TP.HCM",+84797414308,Married,Yes,Organization,2004-07-15,Male,NAB Innovation Centre Vietnam,Business Intelligence AnalystData Scientist,1,11767000,7,678
8602,Phạm Hồng Như,"Đường số 8B, Quận 2, TP.HCM",+84587979344,Married,Yes,Individual,1988-08-30,Female,N/A,Data Analyst,10,57930000,10,491
8603,Trương Chí Kiên,"Phan Ngữ, Quận 1, TP.HCM",+84928755510,Single,Yes,Individual,1954-02-01,Male,N/A,System Engineer,4,32708000,2,641
8604,Lê Như Quân,"Đại Lộ 2, Quận 9, TP.HCM",+84897303608,Single,Yes,Individual,1996-04-30,Female,N/A,Product Owner,6,53643000,3,648
8605,Hồ Hằng Nga,"Học Lạc, Quận 5, TP.HCM",+84907291699,Single,Yes,Organization,1999-11-20,Female,Bosch Global Software Technologies Company Limited,Embedded Engineer,6,30481000,10,737
8606,Đặng Minh Hằng,"Trần Thủ Độ, Quận Tân Phú, TP.HCM",+84923375286,Married,Yes,Individual,1986-01-26,Female,N/A,IT Consultant,1,14628000,9,380
8607,Nguyễn Lệ Thủy,"Thái Văn Lung, Quận 1, TP.HCM",+84973852684,Married,Yes,Individual,1975-08-16,Female,N/A,Project Leader,10,70775000,3,322
8608,Trương Thế Phúc,"Lam Sơn, Quận Phú Nhuận, TP.HCM",+84823099967,Married,Yes,Organization,2005-03-23,Male,SmartOSC,Database Engineer,1,10575000,7,418
8609,Trương Giang Lam,"Đường 20D, Nhà Bè, TP.HCM",+842547396543,Married,Yes,Organization,1982-11-16,Male,Employment Hero,Database Engineer,2,18167000,9,793
8610,Hoàng Diệp Anh,"Nguyễn Cửu Vân, Quận Bình Thạnh, TP.HCM",+84839204632,Single,Yes,Organization,1987-05-01,Female,Bosch Global Software Technologies Company Limited,Business Intelligence AnalystData Scientist,5,51210000,7,443
8611,Vũ Duy Hạnh,"Nguyễn Văn Bứa, Hóc Môn, TP.HCM",+84701889350,Single,Yes,Individual,1967-01-09,Female,N/A,Tech Lead,6,36519000,1,352
8612,Hồ Phước Sơn,"Trung Mỹ Tây 08, Quận 12, TP.HCM",+842995952160,Married,Yes,Individual,1981-05-05,Male,N/A,Tech Lead,2,16163000,7,694
8613,Hoàng Kiều Trang,"Nội Bộ Khu Cán Bộ Công Nhân Viên Huyện, Nhà Bè, TP.HCM",+842763542946,Single,Yes,Organization,1954-02-11,Female,"Niteco Vietnam Co., Ltd",Database Engineer,10,40440000,5,614
8614,Đỗ Anh Thy,"Xuân Thới Sơn A, Hóc Môn, TP.HCM",+842963003795,Married,Yes,Organization,1960-03-28,Female,Employment Hero,Tech Lead,1,14975000,6,336
8615,Lê Tuấn Linh,"Lò Gốm, Quận 6, TP.HCM",+84788870400,Married,Yes,Individual,1993-08-24,Male,N/A,Business Analyst,1,12408000,7,519
8616,Huỳnh Quang Huy,"Nguyễn Bá Luật, Thành phố Thủ Đức, TP.HCM",+84707307823,Married,Yes,Organization,1976-02-05,Male,Employment Hero,Data Analyst,9,56636000,8,779
8617,Lý Phúc Ðiền,"Trần Văn Thành, Quận 8, TP.HCM",+84938630739,Married,Yes,Individual,1994-06-24,Male,N/A,AI Engineer,7,36535000,3,307
8618,Đặng Thái Nguyên,"Ký Hòa, Quận 5, TP.HCM",+84837392643,Married,Yes,Individual,1968-11-13,Male,N/A,Project Leader,9,58500000,0,465
8619,Vũ Thông Tuệ,"Tỉnh Lộ 13, Quận Bình Tân, TP.HCM",+84999936764,Married,Yes,Individual,1982-05-06,Male,N/A,Cloud Engineer,8,64825000,1,449
8620,Đỗ Nguyệt Cát,"Đào Trí, Quận 7, TP.HCM",+842723626673,Single,Yes,Individual,1991-02-17,Female,N/A,Blockchain Engineer,8,35367000,7,734
8621,Phạm Thành Danh,"Phan Văn Sửu, Quận Tân Bình, TP.HCM",+842931472033,Single,Yes,Organization,1977-09-16,Male,Hybrid Technologies,ERP ConsultantSolution Architect,3,26504000,8,400
8622,Phạm Như Ý,"Đường số 6, Nhà Bè, TP.HCM",+84978401704,Married,Yes,Individual,1969-02-28,Female,N/A,Helpdesk,2,17197000,6,374
8623,Nguyễn Khánh Giao,"Đường số 6, Thành phố Thủ Đức, TP.HCM",+842135019112,Single,Yes,Individual,1995-10-07,Female,N/A,Back-end Developer,0,3208000,7,768
8624,Ngô Mộng Long,"Đường số 6, Quận 6, TP.HCM",+842747151359,Married,Yes,Individual,1955-04-15,Male,N/A,Business Intelligence AnalystData Scientist,6,49606000,10,760
8625,Lý Ðình Chiểu,"Xuân Thới Sơn 27, Hóc Môn, TP.HCM",+842746486285,Married,Yes,Individual,1993-06-12,Male,N/A,AI Engineer,0,4411000,2,673
8626,Ngô Hòa Thái,"Đường số 5, Quận 11, TP.HCM",+842775072223,Married,Yes,Individual,1988-04-19,Male,N/A,Business Intelligence AnalystData Scientist,0,3878000,3,703
8627,Dương Sơn Quân,"Đường số 7, Quận 6, TP.HCM",+84881520399,Single,Yes,Individual,1988-01-14,Male,N/A,Front-end Developer,6,69961000,1,369
8628,Đặng Ngọc Ái,"Yên Đỗ, Quận Tân Phú, TP.HCM",+842636764426,Married,Yes,Individual,1977-04-11,Female,N/A,Back-end Developer,0,3821000,8,799
8629,Vũ Quang Anh,"Xa Lộ Hà Nội, Thành phố Thủ Đức, TP.HCM",+84931437423,Single,Yes,Individual,1991-09-18,Male,N/A,DevSecOps Engineer,2,17749000,10,351
8630,Trần Cẩm Nhung,"Miếu Ông Đá, Bình Chánh, TP.HCM",+84993410782,Single,No,Organization,1992-12-26,Female,NFQ Asia,Full-stack Developer,4,32502000,7,604
8631,Dương Duyên Hồng,"Tạ Quang Bửu, Quận Bình Tân, TP.HCM",+84908611473,Single,No,Individual,1955-04-20,Female,N/A,Front-end Developer,8,42730000,9,434
8632,Nguyễn Tất Bình,"Nhuận Đức, Huyện Củ Chi, TP.HCM",+84922698213,Married,Yes,Individual,1992-02-10,Male,N/A,Cloud Engineer,1,14092000,8,829
8633,Bùi Mai Tâm,"Thới An 13, Quận 12, TP.HCM",+842712123554,Married,Yes,Organization,1974-07-31,Female,Hybrid Technologies,ERP ConsultantSolution Architect,9,69546000,4,622
8634,Phạm Minh Sơn,"Tân Hiệp 14, Hóc Môn, TP.HCM",+842961629216,Single,No,Organization,1954-02-23,Male,GeoComply (GeoTech Hub Vietnam),Designer,6,41329000,10,504
8635,Trần Ðức Chính,"Đại Nghĩa, Quận Tân Bình, TP.HCM",+84559962900,Single,No,Organization,1965-12-05,Male,GeoComply (GeoTech Hub Vietnam),Mobile Developer,7,36916000,6,522
8636,Hoàng Hạnh Phương,"Trần Văn Kiểu, Quận 6, TP.HCM",+84952761957,Single,Yes,Individual,1983-04-18,Female,N/A,DevSecOps Engineer,6,33691000,9,519
8637,Phan Đăng Khương,"Vĩnh Lộc B, Bình Chánh, TP.HCM",+84905732813,Married,Yes,Individual,1981-06-11,Male,N/A,Mobile Developer,6,60999000,10,524
8638,Đỗ Thụy Du,"Đường Số 320, Quận 8, TP.HCM",+842975645934,Married,Yes,Organization,1982-02-04,Male,Absolute Software (Vietnam) Ltd,Product Manager,0,31646000,6,602
8639,Lê Ðan Quế,"Bùi Văn Sự, Bình Chánh, TP.HCM",+84943884532,Married,Yes,Individual,1971-08-21,Male,N/A,System Admin,4,36772000,0,429
8640,Phan Lệ Giang,"Bình Trị Đông, Quận Bình Tân, TP.HCM",+842335855787,Married,Yes,Organization,1981-10-07,Female,Tyme,QA-QC,7,36330000,6,818
8641,Phạm Duy Tiếp,"Đường 3052 Phạm Thế Hiển, Quận 8, TP.HCM",+84897930569,Single,No,Organization,1972-12-20,Male,VNG Corporation,Data Engineer,3,33949000,4,366
8642,Lý Ngọc San,"Đỗ Bí, Quận Bình Tân, TP.HCM",+84901376643,Married,Yes,Individual,1983-09-10,Female,N/A,Helpdesk,3,31758000,9,753
8643,Lý Huệ Phương,"Đường 198 Cao Lỗ, Quận 8, TP.HCM",+84945617703,Married,Yes,Organization,1996-03-19,Female,VNG Corporation,IT Consultant,3,33059000,5,737
8644,Trần Yến Ðan,"Đường Số 1H, Quận 7, TP.HCM",+84991691084,Single,No,Individual,1965-08-04,Female,N/A,DevSecOps Engineer,2,16250000,4,678
8645,Ngô Nhật Quân,"Đường 20D, Nhà Bè, TP.HCM",+842284506169,Single,No,Individual,1975-12-03,Male,N/A,Blockchain Engineer,5,63664000,1,804
8646,Huỳnh Vân Anh,"Năm Châu, Quận Tân Bình, TP.HCM",+84994955148,Single,Yes,Individual,1994-11-17,Female,N/A,Front-end Developer,3,28802000,1,770
8647,Vũ Mỹ Phụng,"Phú Châu, Thành phố Thủ Đức, TP.HCM",+842935722087,Married,Yes,Organization,1994-12-22,Female,FPT IS,Product Owner,9,42838000,9,802
